config_id,model_family,data_type,hp_desired_time_headway,hp_max_acceleration,hp_comfort_deceleration,hp_speed_limit_factor,hp_k_lateral,hp_repulsion_strength,hp_interaction_sigma,hp_relaxation_time,hp_stage,hp_module,hp_variant,safety_score,efficiency_score,comfort_score,compliance_score,interaction_score,avg_velocity,max_acceleration,jerk_mean,jerk_max,ttc_mean,ttc_min,collision_ratio,num_interventions,num_traffic_violations,mean_l2_error,max_l2_error,odd_cosine
uniad_003,UniAD,published_open_loop,,,,,,,,,2.0000,wo_motion_pred,,60.8100,72.4200,95.7300,90.0000,98.6000,9.2000,0.7730,0.1820,0.5460,15.2000,15.0300,0.0034,0.1700,0.0200,0.9067,1.4600,0.9860
uniad_004,UniAD,published_open_loop,,,,,,,,,2.0000,wo_occ_pred,,60.6900,72.4100,95.5800,90.0000,98.6000,9.2000,0.7775,0.1850,0.5550,15.0000,14.8250,0.0035,0.1750,0.0200,0.9100,1.4700,0.9860
uniad_005,UniAD,published_open_loop,,,,,,,,,2.0000,wo_planning_head,,60.3500,72.3700,95.1300,90.0000,98.6000,9.2000,0.7910,0.1940,0.5820,14.4000,14.2100,0.0038,0.1900,0.0200,0.9733,1.5500,0.9860
uniad_006,UniAD,published_open_loop,,,,,,,,,2.0000,wo_map_seg,,60.1200,72.3800,94.8300,90.0000,98.6000,9.2000,0.8000,0.2000,0.6000,14.0000,13.8000,0.0040,0.2000,0.0200,0.9533,1.5200,0.9860
uniad_007,UniAD,published_open_loop,,,,,,,,,2.0000,full_ego_status,,61.0300,72.5000,96.0400,90.0000,98.6000,9.2000,0.7640,0.1760,0.5280,15.6000,15.4400,0.0032,0.1600,0.0200,0.7933,1.2900,0.9860
uniad_008,UniAD,published_open_loop,,,,,,,,,2.0000,lighter_encoder,,60.6900,72.4700,95.5800,90.0000,98.6000,9.2000,0.7775,0.1850,0.5550,15.0000,14.8250,0.0035,0.1750,0.0200,0.8367,1.3500,0.9860
uniad_009,UniAD,published_open_loop,,,,,,,,,1.0000,no_pretrain,,59.2100,72.2800,93.6100,90.0000,98.6000,9.2000,0.8360,0.2240,0.6720,12.4000,12.1600,0.0048,0.2400,0.0200,1.0933,1.7200,0.9860
uniad_010,UniAD,published_open_loop,,,,,,,,,2.0000,longer_seq,,61.1500,72.5200,96.1900,90.0000,98.6000,9.2000,0.7595,0.1730,0.5190,15.8000,15.6450,0.0031,0.1550,0.0200,0.7600,1.2400,0.9860
uniad_011,UniAD,published_open_loop,,,,,,,,,2.0000,strong_aug,,60.8100,72.4800,95.7300,90.0000,98.6000,9.2000,0.7730,0.1820,0.5460,15.2000,15.0300,0.0034,0.1700,0.0200,0.8233,1.3300,0.9860
vad_000,VAD,published_open_loop,,,,,,,,,,,Base,61.0300,75.3700,99.8700,92.5000,99.7500,9.5000,0.6500,0.1000,0.3000,15.0000,14.9200,0.0016,0.0640,0.0150,0.3700,0.6000,0.9975
vad_001,VAD,published_open_loop,,,,,,,,,,,Tiny,60.8900,75.3400,99.7500,92.5000,99.7500,9.5000,0.6538,0.1025,0.3075,14.7500,14.6650,0.0017,0.0680,0.0150,0.4100,0.6500,0.9975
vad_002,VAD,published_open_loop,,,,,,,,,,,Base,60.6100,75.2800,99.5000,92.5000,99.7500,9.5000,0.6613,0.1075,0.3225,14.2500,14.1550,0.0019,0.0760,0.0150,0.4900,0.7800,0.9975
vad_003,VAD,published_open_loop,,,,,,,,,,,Base,60.0700,75.1800,98.9900,92.5000,99.7500,9.5000,0.6763,0.1175,0.3525,13.2500,13.1350,0.0023,0.0920,0.0150,0.6233,0.9900,0.9975
vad_004,VAD,published_open_loop,,,,,,,,,,,Base,60.7500,75.3100,99.6200,92.5000,99.7500,9.5000,0.6575,0.1050,0.3150,14.5000,14.4100,0.0018,0.0720,0.0150,0.4467,0.7100,0.9975
vad_005,VAD,published_open_loop,,,,,,,,,,,Base,60.2000,75.2200,99.1200,92.5000,99.7500,9.5000,0.6725,0.1150,0.3450,13.5000,13.3900,0.0022,0.0880,0.0150,0.5700,0.9100,0.9975
vad_006,VAD,published_open_loop,,,,,,,,,,,Base,60.8900,75.3500,99.7500,92.5000,99.7500,9.5000,0.6538,0.1025,0.3075,14.7500,14.6650,0.0017,0.0680,0.0150,0.3967,0.6300,0.9975
vad_007,VAD,published_open_loop,,,,,,,,,,,Base,61.0300,75.3600,99.8700,92.5000,99.7500,9.5000,0.6500,0.1000,0.3000,15.0000,14.9200,0.0016,0.0640,0.0150,0.3800,0.6100,0.9975
vad_008,VAD,published_open_loop,,,,,,,,,,,Tiny,60.4800,75.2400,99.3700,92.5000,99.7500,9.5000,0.6650,0.1100,0.3300,14.0000,13.9000,0.0020,0.0800,0.0150,0.5433,0.8600,0.9975
vad_009,VAD,published_open_loop,,,,,,,,,,,Base,61.1600,75.3700,100.0000,92.5000,99.7500,9.5000,0.6462,0.0975,0.2925,15.2500,15.1750,0.0015,0.0600,0.0150,0.3567,0.5800,0.9975
vad_010,VAD,published_open_loop,,,,,,,,,,,Base,60.8900,75.3500,99.7500,92.5000,99.7500,9.5000,0.6538,0.1025,0.3075,14.7500,14.6650,0.0017,0.0680,0.0150,0.3900,0.6300,0.9975
vad_011,VAD,published_open_loop,,,,,,,,,,,Base,60.7500,75.3200,99.6200,92.5000,99.7500,9.5000,0.6575,0.1050,0.3150,14.5000,14.4100,0.0018,0.0720,0.0150,0.4367,0.7000,0.9975
